date,country,p_distance,sample_size,year_month_day
2022-09-06,USA,0.006227580564236108,NA,2022-09-06
2022-09-07,USA,0.006235620436197914,NA,2022-09-07
2022-09-08,USA,0.00624366030815972,NA,2022-09-08
2022-09-09,USA,0.006251700180121525,NA,2022-09-09
2022-09-10,USA,0.006259740052083331,NA,2022-09-10
2022-09-11,USA,0.006267779924045137,NA,2022-09-11
2022-09-12,USA,0.006275819796006942,NA,2022-09-12
2022-09-13,USA,0.006283859667968748,NA,2022-09-13
2022-09-14,USA,0.0062918995399305535,NA,2022-09-14
2022-09-15,USA,0.00629993941189236,NA,2022-09-15
2022-09-16,USA,0.006307979283854165,NA,2022-09-16
2022-09-17,USA,0.00631601915581597,NA,2022-09-17
2022-09-18,USA,0.0063240590277777765,NA,2022-09-18
2022-09-19,USA,0.006332098899739582,NA,2022-09-19
2022-09-20,USA,0.006340138771701388,NA,2022-09-20
2022-09-21,USA,0.006348178643663193,NA,2022-09-21
2022-09-22,USA,0.006356218515624999,NA,2022-09-22
2022-09-23,USA,0.006364258387586805,NA,2022-09-23
2022-09-24,USA,0.00637229825954861,NA,2022-09-24
2022-09-25,USA,0.006380338131510416,NA,2022-09-25
2022-09-26,USA,0.006388378003472222,NA,2022-09-26
2022-09-27,USA,0.006396417875434027,NA,2022-09-27
2022-09-28,USA,0.006404457747395833,NA,2022-09-28
2022-09-29,USA,0.006412497619357639,NA,2022-09-29
2022-09-30,USA,0.006420537491319445,NA,2022-09-30
2022-10-01,USA,0.00642857736328125,NA,2022-10-01
2022-10-02,USA,0.006578601351646505,NA,2022-10-02
2022-10-03,USA,0.00672862534001176,NA,2022-10-03
2022-10-04,USA,0.006878649328377015,NA,2022-10-04
2022-10-05,USA,0.0070286733167422705,NA,2022-10-05
2022-10-06,USA,0.0071786973051075256,NA,2022-10-06
2022-10-07,USA,0.007328721293472781,NA,2022-10-07
2022-10-08,USA,0.007478745281838036,NA,2022-10-08
2022-10-09,USA,0.007628769270203291,NA,2022-10-09
2022-10-10,USA,0.007778793258568547,NA,2022-10-10
2022-10-11,USA,0.007928817246933801,NA,2022-10-11
2022-10-12,USA,0.008078841235299056,NA,2022-10-12
2022-10-13,USA,0.008228865223664311,NA,2022-10-13
2022-10-14,USA,0.008378889212029568,NA,2022-10-14
2022-10-15,USA,0.008528913200394821,NA,2022-10-15
2022-10-16,USA,0.008678937188760078,NA,2022-10-16
2022-10-17,USA,0.008828961177125332,NA,2022-10-17
2022-10-18,USA,0.008978985165490588,NA,2022-10-18
2022-10-19,USA,0.009129009153855843,NA,2022-10-19
2022-10-20,USA,0.009279033142221099,NA,2022-10-20
2022-10-21,USA,0.009429057130586352,NA,2022-10-21
2022-10-22,USA,0.009579081118951609,NA,2022-10-22
2022-10-23,USA,0.009729105107316864,NA,2022-10-23
2022-10-24,USA,0.009879129095682119,NA,2022-10-24
2022-10-25,USA,0.010029153084047374,NA,2022-10-25
2022-10-26,USA,0.010179177072412629,NA,2022-10-26
2022-10-27,USA,0.010329201060777884,NA,2022-10-27
2022-10-28,USA,0.01047922504914314,NA,2022-10-28
2022-10-29,USA,0.010629249037508394,NA,2022-10-29
2022-10-30,USA,0.01077927302587365,NA,2022-10-30
2022-10-31,USA,0.010929297014238904,NA,2022-10-31
2022-11-01,USA,0.01107932100260416,NA,2022-11-01
2022-11-02,USA,0.011208076476128466,NA,2022-11-02
2022-11-03,USA,0.011336831949652772,NA,2022-11-03
2022-11-04,USA,0.011465587423177076,NA,2022-11-04
2022-11-05,USA,0.011594342896701382,NA,2022-11-05
2022-11-06,USA,0.011723098370225688,NA,2022-11-06
2022-11-07,USA,0.011851853843749994,NA,2022-11-07
2022-11-08,USA,0.011980609317274299,NA,2022-11-08
2022-11-09,USA,0.012109364790798605,NA,2022-11-09
2022-11-10,USA,0.01223812026432291,NA,2022-11-10
2022-11-11,USA,0.012366875737847217,NA,2022-11-11
2022-11-12,USA,0.012495631211371521,NA,2022-11-12
2022-11-13,USA,0.012624386684895827,NA,2022-11-13
2022-11-14,USA,0.012753142158420133,NA,2022-11-14
2022-11-15,USA,0.01288189763194444,NA,2022-11-15
2022-11-16,USA,0.013010653105468745,NA,2022-11-16
2022-11-17,USA,0.01313940857899305,NA,2022-11-17
2022-11-18,USA,0.013268164052517356,NA,2022-11-18
2022-11-19,USA,0.013396919526041662,NA,2022-11-19
2022-11-20,USA,0.013525674999565966,NA,2022-11-20
2022-11-21,USA,0.013654430473090272,NA,2022-11-21
2022-11-22,USA,0.013783185946614578,NA,2022-11-22
2022-11-23,USA,0.013911941420138884,NA,2022-11-23
2022-11-24,USA,0.01404069689366319,NA,2022-11-24
2022-11-25,USA,0.014169452367187495,NA,2022-11-25
2022-11-26,USA,0.0142982078407118,NA,2022-11-26
2022-11-27,USA,0.014426963314236107,NA,2022-11-27
2022-11-28,USA,0.014555718787760413,NA,2022-11-28
2022-11-29,USA,0.014684474261284719,NA,2022-11-29
2022-11-30,USA,0.014813229734809023,NA,2022-11-30
2022-12-01,USA,0.01494198520833333,NA,2022-12-01
2022-12-02,USA,0.0151742970656922,NA,2022-12-02
2022-12-03,USA,0.015406608923051072,NA,2022-12-03
2022-12-04,USA,0.015638920780409942,NA,2022-12-04
2022-12-05,USA,0.015871232637768812,NA,2022-12-05
2022-12-06,USA,0.016103544495127683,NA,2022-12-06
2022-12-07,USA,0.016335856352486557,NA,2022-12-07
2022-12-08,USA,0.016568168209845427,NA,2022-12-08
2022-12-09,USA,0.016800480067204297,NA,2022-12-09
2022-12-10,USA,0.017032791924563168,NA,2022-12-10
2022-12-11,USA,0.017265103781922038,NA,2022-12-11
2022-12-12,USA,0.017497415639280908,NA,2022-12-12
2022-12-13,USA,0.017729727496639782,NA,2022-12-13
2022-12-14,USA,0.017962039353998652,NA,2022-12-14
2022-12-15,USA,0.018194351211357523,NA,2022-12-15
2022-12-16,USA,0.018426663068716393,NA,2022-12-16
2022-12-17,USA,0.018658974926075263,NA,2022-12-17
2022-12-18,USA,0.018891286783434137,NA,2022-12-18
2022-12-19,USA,0.019123598640793008,NA,2022-12-19
2022-12-20,USA,0.019355910498151878,NA,2022-12-20
2022-12-21,USA,0.019588222355510748,NA,2022-12-21
2022-12-22,USA,0.01982053421286962,NA,2022-12-22
2022-12-23,USA,0.02005284607022849,NA,2022-12-23
2022-12-24,USA,0.02028515792758736,NA,2022-12-24
2022-12-25,USA,0.020517469784946233,NA,2022-12-25
2022-12-26,USA,0.020749781642305103,NA,2022-12-26
2022-12-27,USA,0.020982093499663974,NA,2022-12-27
2022-12-28,USA,0.021214405357022844,NA,2022-12-28
2022-12-29,USA,0.021446717214381718,NA,2022-12-29
2022-12-30,USA,0.021679029071740588,NA,2022-12-30
2022-12-31,USA,0.02191134092909946,NA,2022-12-31
2023-01-01,USA,0.02214365278645833,NA,2023-01-01
2023-01-02,USA,0.02232220681787634,NA,2023-01-02
2023-01-03,USA,0.02250076084929435,NA,2023-01-03
2023-01-04,USA,0.02267931488071236,NA,2023-01-04
2023-01-05,USA,0.02285786891213037,NA,2023-01-05
2023-01-06,USA,0.023036422943548383,NA,2023-01-06
2023-01-07,USA,0.023214976974966394,NA,2023-01-07
2023-01-08,USA,0.023393531006384402,NA,2023-01-08
2023-01-09,USA,0.023572085037802414,NA,2023-01-09
2023-01-10,USA,0.023750639069220425,NA,2023-01-10
2023-01-11,USA,0.023929193100638436,NA,2023-01-11
2023-01-12,USA,0.024107747132056448,NA,2023-01-12
2023-01-13,USA,0.024286301163474456,NA,2023-01-13
2023-01-14,USA,0.024464855194892467,NA,2023-01-14
2023-01-15,USA,0.02464340922631048,NA,2023-01-15
2023-01-16,USA,0.02482196325772849,NA,2023-01-16
2023-01-17,USA,0.0250005172891465,NA,2023-01-17
2023-01-18,USA,0.02517907132056451,NA,2023-01-18
2023-01-19,USA,0.02535762535198252,NA,2023-01-19
2023-01-20,USA,0.025536179383400533,NA,2023-01-20
2023-01-21,USA,0.025714733414818544,NA,2023-01-21
2023-01-22,USA,0.025893287446236552,NA,2023-01-22
2023-01-23,USA,0.026071841477654564,NA,2023-01-23
2023-01-24,USA,0.026250395509072575,NA,2023-01-24
2023-01-25,USA,0.026428949540490583,NA,2023-01-25
2023-01-26,USA,0.026607503571908594,NA,2023-01-26
2023-01-27,USA,0.026786057603326606,NA,2023-01-27
2023-01-28,USA,0.026964611634744617,NA,2023-01-28
2023-01-29,USA,0.02714316566616263,NA,2023-01-29
2023-01-30,USA,0.027321719697580637,NA,2023-01-30
2023-01-31,USA,0.02750027372899865,NA,2023-01-31
2023-02-01,USA,0.02767882776041666,NA,2023-02-01
2023-02-02,USA,0.027486318372395825,NA,2023-02-02
2023-02-03,USA,0.027293808984374994,NA,2023-02-03
2023-02-04,USA,0.02710129959635416,NA,2023-02-04
2023-02-05,USA,0.026908790208333328,NA,2023-02-05
2023-02-06,USA,0.026716280820312494,NA,2023-02-06
2023-02-07,USA,0.026523771432291662,NA,2023-02-07
2023-02-08,USA,0.026331262044270828,NA,2023-02-08
2023-02-09,USA,0.026138752656249993,NA,2023-02-09
2023-02-10,USA,0.025946243268229162,NA,2023-02-10
2023-02-11,USA,0.025753733880208327,NA,2023-02-11
2023-02-12,USA,0.025561224492187496,NA,2023-02-12
2023-02-13,USA,0.02536871510416666,NA,2023-02-13
2023-02-14,USA,0.02517620571614583,NA,2023-02-14
2023-02-15,USA,0.024983696328124996,NA,2023-02-15
2023-02-16,USA,0.02479118694010416,NA,2023-02-16
2023-02-17,USA,0.02459867755208333,NA,2023-02-17
2023-02-18,USA,0.024406168164062495,NA,2023-02-18
2023-02-19,USA,0.024213658776041664,NA,2023-02-19
2023-02-20,USA,0.02402114938802083,NA,2023-02-20
2023-02-21,USA,0.023828639999999998,NA,2023-02-21
2023-02-22,USA,0.023636130611979164,NA,2023-02-22
2023-02-23,USA,0.02344362122395833,NA,2023-02-23
2023-02-24,USA,0.023251111835937498,NA,2023-02-24
2023-02-25,USA,0.023058602447916663,NA,2023-02-25
2023-02-26,USA,0.022866093059895832,NA,2023-02-26
2023-02-27,USA,0.022673583671874997,NA,2023-02-27
2023-02-28,USA,0.022481074283854166,NA,2023-02-28
2023-03-01,USA,0.02228856489583333,NA,2023-03-01
2023-03-02,USA,0.021995316800235212,NA,2023-03-02
2023-03-03,USA,0.021702068704637093,NA,2023-03-03
2023-03-04,USA,0.021408820609038978,NA,2023-03-04
2023-03-05,USA,0.02111557251344086,NA,2023-03-05
2023-03-06,USA,0.02082232441784274,NA,2023-03-06
2023-03-07,USA,0.02052907632224462,NA,2023-03-07
2023-03-08,USA,0.0202358282266465,NA,2023-03-08
2023-03-09,USA,0.019942580131048385,NA,2023-03-09
2023-03-10,USA,0.019649332035450266,NA,2023-03-10
2023-03-11,USA,0.019356083939852147,NA,2023-03-11
2023-03-12,USA,0.019062835844254028,NA,2023-03-12
2023-03-13,USA,0.01876958774865591,NA,2023-03-13
2023-03-14,USA,0.01847633965305779,NA,2023-03-14
2023-03-15,USA,0.018183091557459674,NA,2023-03-15
2023-03-16,USA,0.017889843461861555,NA,2023-03-16
2023-03-17,USA,0.017596595366263436,NA,2023-03-17
2023-03-18,USA,0.01730334727066532,NA,2023-03-18
2023-03-19,USA,0.017010099175067198,NA,2023-03-19
2023-03-20,USA,0.016716851079469082,NA,2023-03-20
2023-03-21,USA,0.016423602983870963,NA,2023-03-21
2023-03-22,USA,0.016130354888272844,NA,2023-03-22
2023-03-23,USA,0.015837106792674725,NA,2023-03-23
2023-03-24,USA,0.015543858697076607,NA,2023-03-24
2023-03-25,USA,0.01525061060147849,NA,2023-03-25
2023-03-26,USA,0.01495736250588037,NA,2023-03-26
2023-03-27,USA,0.014664114410282252,NA,2023-03-27
2023-03-28,USA,0.014370866314684132,NA,2023-03-28
2023-03-29,USA,0.014077618219086015,NA,2023-03-29
2023-03-30,USA,0.013784370123487898,NA,2023-03-30
2023-03-31,USA,0.013491122027889777,NA,2023-03-31
2023-04-01,USA,0.01319787393229166,NA,2023-04-01
2023-04-02,USA,0.013006578424045132,NA,2023-04-02
2023-04-03,USA,0.012815282915798604,NA,2023-04-03
2023-04-04,USA,0.012623987407552077,NA,2023-04-04
2023-04-05,USA,0.01243269189930555,NA,2023-04-05
2023-04-06,USA,0.012241396391059022,NA,2023-04-06
2023-04-07,USA,0.012050100882812494,NA,2023-04-07
2023-04-08,USA,0.011858805374565965,NA,2023-04-08
2023-04-09,USA,0.011667509866319438,NA,2023-04-09
2023-04-10,USA,0.01147621435807291,NA,2023-04-10
2023-04-11,USA,0.011284918849826383,NA,2023-04-11
2023-04-12,USA,0.011093623341579855,NA,2023-04-12
2023-04-13,USA,0.010902327833333328,NA,2023-04-13
2023-04-14,USA,0.0107110323250868,NA,2023-04-14
2023-04-15,USA,0.010519736816840273,NA,2023-04-15
2023-04-16,USA,0.010328441308593745,NA,2023-04-16
2023-04-17,USA,0.010137145800347218,NA,2023-04-17
2023-04-18,USA,0.00994585029210069,NA,2023-04-18
2023-04-19,USA,0.00975455478385416,NA,2023-04-19
2023-04-20,USA,0.009563259275607635,NA,2023-04-20
2023-04-21,USA,0.009371963767361106,NA,2023-04-21
2023-04-22,USA,0.00918066825911458,NA,2023-04-22
2023-04-23,USA,0.00898937275086805,NA,2023-04-23
2023-04-24,USA,0.008798077242621523,NA,2023-04-24
2023-04-25,USA,0.008606781734374996,NA,2023-04-25
2023-04-26,USA,0.008415486226128468,NA,2023-04-26
2023-04-27,USA,0.00822419071788194,NA,2023-04-27
2023-04-28,USA,0.008032895209635411,NA,2023-04-28
2023-04-29,USA,0.007841599701388886,NA,2023-04-29
2023-04-30,USA,0.007650304193142357,NA,2023-04-30
2023-05-01,USA,0.00745900868489583,NA,2023-05-01
2023-05-02,USA,0.007426486303553424,NA,2023-05-02
2023-05-03,USA,0.007393963922211018,NA,2023-05-03
2023-05-04,USA,0.007361441540868613,NA,2023-05-04
2023-05-05,USA,0.007328919159526206,NA,2023-05-05
2023-05-06,USA,0.0072963967781838005,NA,2023-05-06
2023-05-07,USA,0.007263874396841395,NA,2023-05-07
2023-05-08,USA,0.007231352015498989,NA,2023-05-08
2023-05-09,USA,0.0071988296341565835,NA,2023-05-09
2023-05-10,USA,0.007166307252814178,NA,2023-05-10
2023-05-11,USA,0.007133784871471772,NA,2023-05-11
2023-05-12,USA,0.0071012624901293665,NA,2023-05-12
2023-05-13,USA,0.00706874010878696,NA,2023-05-13
2023-05-14,USA,0.007036217727444554,NA,2023-05-14
2023-05-15,USA,0.0070036953461021486,NA,2023-05-15
2023-05-16,USA,0.006971172964759743,NA,2023-05-16
2023-05-17,USA,0.006938650583417337,NA,2023-05-17
2023-05-18,USA,0.0069061282020749315,NA,2023-05-18
2023-05-19,USA,0.006873605820732526,NA,2023-05-19
2023-05-20,USA,0.006841083439390119,NA,2023-05-20
2023-05-21,USA,0.006808561058047714,NA,2023-05-21
2023-05-22,USA,0.006776038676705308,NA,2023-05-22
2023-05-23,USA,0.006743516295362902,NA,2023-05-23
2023-05-24,USA,0.006710993914020497,NA,2023-05-24
2023-05-25,USA,0.006678471532678091,NA,2023-05-25
2023-05-26,USA,0.006645949151335685,NA,2023-05-26
2023-05-27,USA,0.00661342676999328,NA,2023-05-27
2023-05-28,USA,0.006580904388650874,NA,2023-05-28
2023-05-29,USA,0.006548382007308467,NA,2023-05-29
2023-05-30,USA,0.006515859625966062,NA,2023-05-30
2023-05-31,USA,0.006483337244623656,NA,2023-05-31
2023-06-01,USA,0.00645081486328125,NA,2023-06-01
2023-06-02,USA,0.006475525203776042,NA,2023-06-02
2023-06-03,USA,0.006500235544270833,NA,2023-06-03
2023-06-04,USA,0.006524945884765625,NA,2023-06-04
2023-06-05,USA,0.006549656225260417,NA,2023-06-05
2023-06-06,USA,0.006574366565755208,NA,2023-06-06
2023-06-07,USA,0.00659907690625,NA,2023-06-07
2023-06-08,USA,0.006623787246744792,NA,2023-06-08
2023-06-09,USA,0.006648497587239584,NA,2023-06-09
2023-06-10,USA,0.006673207927734375,NA,2023-06-10
2023-06-11,USA,0.006697918268229167,NA,2023-06-11
2023-06-12,USA,0.006722628608723959,NA,2023-06-12
2023-06-13,USA,0.00674733894921875,NA,2023-06-13
2023-06-14,USA,0.006772049289713542,NA,2023-06-14
2023-06-15,USA,0.006796759630208334,NA,2023-06-15
2023-06-16,USA,0.006821469970703126,NA,2023-06-16
2023-06-17,USA,0.006846180311197917,NA,2023-06-17
2023-06-18,USA,0.006870890651692709,NA,2023-06-18
2023-06-19,USA,0.0068956009921875006,NA,2023-06-19
2023-06-20,USA,0.006920311332682292,NA,2023-06-20
2023-06-21,USA,0.0069450216731770835,NA,2023-06-21
2023-06-22,USA,0.0069697320136718754,NA,2023-06-22
2023-06-23,USA,0.0069944423541666665,NA,2023-06-23
2023-06-24,USA,0.007019152694661458,NA,2023-06-24
2023-06-25,USA,0.00704386303515625,NA,2023-06-25
2023-06-26,USA,0.007068573375651041,NA,2023-06-26
2023-06-27,USA,0.007093283716145833,NA,2023-06-27
2023-06-28,USA,0.007117994056640625,NA,2023-06-28
2023-06-29,USA,0.007142704397135417,NA,2023-06-29
2023-06-30,USA,0.007167414737630208,NA,2023-06-30
2023-07-01,USA,0.007192125078125,NA,2023-07-01
2023-07-02,USA,0.007225665784610215,NA,2023-07-02
2023-07-03,USA,0.00725920649109543,NA,2023-07-03
2023-07-04,USA,0.007292747197580645,NA,2023-07-04
2023-07-05,USA,0.007326287904065859,NA,2023-07-05
2023-07-06,USA,0.007359828610551075,NA,2023-07-06
2023-07-07,USA,0.007393369317036289,NA,2023-07-07
2023-07-08,USA,0.007426910023521504,NA,2023-07-08
2023-07-09,USA,0.007460450730006719,NA,2023-07-09
2023-07-10,USA,0.007493991436491934,NA,2023-07-10
2023-07-11,USA,0.007527532142977148,NA,2023-07-11
2023-07-12,USA,0.007561072849462364,NA,2023-07-12
2023-07-13,USA,0.007594613555947578,NA,2023-07-13
2023-07-14,USA,0.007628154262432793,NA,2023-07-14
2023-07-15,USA,0.007661694968918008,NA,2023-07-15
2023-07-16,USA,0.007695235675403223,NA,2023-07-16
2023-07-17,USA,0.007728776381888437,NA,2023-07-17
2023-07-18,USA,0.0077623170883736525,NA,2023-07-18
2023-07-19,USA,0.007795857794858867,NA,2023-07-19
2023-07-20,USA,0.007829398501344082,NA,2023-07-20
2023-07-21,USA,0.007862939207829297,NA,2023-07-21
2023-07-22,USA,0.007896479914314511,NA,2023-07-22
2023-07-23,USA,0.007930020620799727,NA,2023-07-23
2023-07-24,USA,0.007963561327284941,NA,2023-07-24
2023-07-25,USA,0.007997102033770156,NA,2023-07-25
2023-07-26,USA,0.00803064274025537,NA,2023-07-26
2023-07-27,USA,0.008064183446740586,NA,2023-07-27
2023-07-28,USA,0.0080977241532258,NA,2023-07-28
2023-07-29,USA,0.008131264859711015,NA,2023-07-29
2023-07-30,USA,0.00816480556619623,NA,2023-07-30
2023-07-31,USA,0.008198346272681446,NA,2023-07-31
2023-08-01,USA,0.00823188697916666,NA,2023-08-01
2023-08-02,USA,0.008254568306031579,NA,2023-08-02
2023-08-03,USA,0.0082772496328965,NA,2023-08-03
2023-08-04,USA,0.008299930959761418,NA,2023-08-04
2023-08-05,USA,0.008322612286626337,NA,2023-08-05
2023-08-06,USA,0.008345293613491256,NA,2023-08-06
2023-08-07,USA,0.008367974940356177,NA,2023-08-07
2023-08-08,USA,0.008390656267221096,NA,2023-08-08
2023-08-09,USA,0.008413337594086015,NA,2023-08-09
2023-08-10,USA,0.008436018920950934,NA,2023-08-10
2023-08-11,USA,0.008458700247815854,NA,2023-08-11
2023-08-12,USA,0.008481381574680773,NA,2023-08-12
2023-08-13,USA,0.008504062901545692,NA,2023-08-13
2023-08-14,USA,0.008526744228410611,NA,2023-08-14
2023-08-15,USA,0.008549425555275532,NA,2023-08-15
2023-08-16,USA,0.00857210688214045,NA,2023-08-16
2023-08-17,USA,0.00859478820900537,NA,2023-08-17
2023-08-18,USA,0.008617469535870288,NA,2023-08-18
2023-08-19,USA,0.008640150862735209,NA,2023-08-19
2023-08-20,USA,0.008662832189600128,NA,2023-08-20
2023-08-21,USA,0.008685513516465047,NA,2023-08-21
2023-08-22,USA,0.008708194843329966,NA,2023-08-22
2023-08-23,USA,0.008730876170194886,NA,2023-08-23
2023-08-24,USA,0.008753557497059805,NA,2023-08-24
2023-08-25,USA,0.008776238823924724,NA,2023-08-25
2023-08-26,USA,0.008798920150789643,NA,2023-08-26
2023-08-27,USA,0.008821601477654564,NA,2023-08-27
2023-08-28,USA,0.008844282804519482,NA,2023-08-28
2023-08-29,USA,0.008866964131384401,NA,2023-08-29
2023-08-30,USA,0.00888964545824932,NA,2023-08-30
2023-08-31,USA,0.008912326785114241,NA,2023-08-31
2023-09-01,USA,0.00893500811197916,NA,2023-09-01
2023-09-02,USA,0.008965755523003466,NA,2023-09-02
2023-09-03,USA,0.008996502934027772,NA,2023-09-03
2023-09-04,USA,0.009027250345052078,NA,2023-09-04
2023-09-05,USA,0.009057997756076382,NA,2023-09-05
2023-09-06,USA,0.009088745167100688,NA,2023-09-06
2023-09-07,USA,0.009119492578124994,NA,2023-09-07
2023-09-08,USA,0.0091502399891493,NA,2023-09-08
2023-09-09,USA,0.009180987400173606,NA,2023-09-09
2023-09-10,USA,0.00921173481119791,NA,2023-09-10
2023-09-11,USA,0.009242482222222216,NA,2023-09-11
2023-09-12,USA,0.009273229633246522,NA,2023-09-12
2023-09-13,USA,0.009303977044270828,NA,2023-09-13
2023-09-14,USA,0.009334724455295134,NA,2023-09-14
2023-09-15,USA,0.00936547186631944,NA,2023-09-15
2023-09-16,USA,0.009396219277343746,NA,2023-09-16
2023-09-17,USA,0.00942696668836805,NA,2023-09-17
2023-09-18,USA,0.009457714099392356,NA,2023-09-18
2023-09-19,USA,0.009488461510416662,NA,2023-09-19
2023-09-20,USA,0.009519208921440968,NA,2023-09-20
2023-09-21,USA,0.009549956332465274,NA,2023-09-21
2023-09-22,USA,0.009580703743489578,NA,2023-09-22
2023-09-23,USA,0.009611451154513884,NA,2023-09-23
2023-09-24,USA,0.00964219856553819,NA,2023-09-24
2023-09-25,USA,0.009672945976562496,NA,2023-09-25
2023-09-26,USA,0.009703693387586802,NA,2023-09-26
2023-09-27,USA,0.009734440798611108,NA,2023-09-27
2023-09-28,USA,0.009765188209635414,NA,2023-09-28
2023-09-29,USA,0.009795935620659718,NA,2023-09-29
2023-09-30,USA,0.009826683031684024,NA,2023-09-30
2023-10-01,USA,0.00985743044270833,NA,2023-10-01
2023-10-02,USA,0.009985260665742604,NA,2023-10-02
2023-10-03,USA,0.010113090888776878,NA,2023-10-03
2023-10-04,USA,0.010240921111811152,NA,2023-10-04
2023-10-05,USA,0.010368751334845426,NA,2023-10-05
2023-10-06,USA,0.010496581557879702,NA,2023-10-06
2023-10-07,USA,0.010624411780913976,NA,2023-10-07
2023-10-08,USA,0.01075224200394825,NA,2023-10-08
2023-10-09,USA,0.010880072226982524,NA,2023-10-09
2023-10-10,USA,0.011007902450016798,NA,2023-10-10
2023-10-11,USA,0.011135732673051072,NA,2023-10-11
2023-10-12,USA,0.011263562896085346,NA,2023-10-12
2023-10-13,USA,0.01139139311911962,NA,2023-10-13
2023-10-14,USA,0.011519223342153894,NA,2023-10-14
2023-10-15,USA,0.011647053565188168,NA,2023-10-15
2023-10-16,USA,0.011774883788222442,NA,2023-10-16
2023-10-17,USA,0.011902714011256716,NA,2023-10-17
2023-10-18,USA,0.01203054423429099,NA,2023-10-18
2023-10-19,USA,0.012158374457325266,NA,2023-10-19
2023-10-20,USA,0.01228620468035954,NA,2023-10-20
2023-10-21,USA,0.012414034903393814,NA,2023-10-21
2023-10-22,USA,0.012541865126428088,NA,2023-10-22
2023-10-23,USA,0.012669695349462362,NA,2023-10-23
2023-10-24,USA,0.012797525572496636,NA,2023-10-24
2023-10-25,USA,0.01292535579553091,NA,2023-10-25
2023-10-26,USA,0.013053186018565184,NA,2023-10-26
2023-10-27,USA,0.01318101624159946,NA,2023-10-27
2023-10-28,USA,0.013308846464633733,NA,2023-10-28
2023-10-29,USA,0.013436676687668007,NA,2023-10-29
2023-10-30,USA,0.013564506910702281,NA,2023-10-30
2023-10-31,USA,0.013692337133736555,NA,2023-10-31
2023-11-01,USA,0.01382016735677083,NA,2023-11-01
2023-11-02,USA,0.0144420874969618,NA,2023-11-02
2023-11-03,USA,0.015064007637152774,NA,2023-11-03
2023-11-04,USA,0.015685927777343747,NA,2023-11-04
2023-11-05,USA,0.01630784791753472,NA,2023-11-05
